source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
bbc-news,BBC News,,Wave of Israeli strikes hit banks in Lebanon,"The Al-Qard al-Hassan bank has been under US sanctions since 2007, with the US saying it allows Hezbollah to bypass banking systems. Meanwhile the US Middle East envoy Amos Hochstein has arrived in Beirut in an attempt to find a negotiated end to the war betw…",https://www.bbc.co.uk/programmes/w172zb943g89jf4,https://ichef.bbci.co.uk/images/ic/1200x675/p0jz6hv1.jpg,2024-10-21T14:28:00Z,"The Al-Qard al-Hassan bank has been under US sanctions since 2007, with the US saying it allows Hezbollah to bypass banking systems. Meanwhile the US Middle East envoy Amos Hochstein has arrived in B… [+650 chars]"
bbc-news,BBC News,,US letter demands Israel allow humanitarian aid into Gaza,"The US has sent a strongly worded letter to Israel demanding it allows humanitarian aid into Gaza, after deliveries dropped by more than 50 per cent in the six months since the Israelis promised to do better.

We ask one of Congress’s strongest supporters of …",https://www.bbc.co.uk/programmes/w172zb93r5yn3y9,https://ichef.bbci.co.uk/images/ic/1200x675/p0jxz48q.jpg,2024-10-15T21:41:00Z,"The US has sent a strongly worded letter to Israel demanding it allows humanitarian aid into Gaza, after deliveries dropped by more than 50 per cent in the six months since the Israelis promised to d… [+641 chars]"
bbc-news,BBC News,,Israeli airstrikes resume in Lebanon,"Israeli warplanes pounded the city of Nabatiyeh in south Lebanon today. The Lebanese health ministry said six people were killed, there, in strikes on municipal buildings, with a local mayor reported dead. The United Nations has warned of a catastrophic human…",https://www.bbc.co.uk/programmes/w172zb93r5yq5mh,https://ichef.bbci.co.uk/images/ic/1200x675/p0jy2z98.jpg,2024-10-16T14:04:00Z,"Israeli warplanes pounded the city of Nabatiyeh in south Lebanon today. The Lebanese health ministry said six people were killed, there, in strikes on municipal buildings, with a local mayor reported… [+524 chars]"
bbc-news,BBC News,,Israel continues its offensive against Hezbollah,"Lebanon says four hospitals in the south are out of action, as Israel continues its offensive against Hezbollah. The UN says all nine hundred government shelters for the displaced are now full. We speak to Mouenes Kalakesh, the Director of south Lebanon's Mar…",https://www.bbc.co.uk/programmes/w172zb930nbcjfx,https://ichef.bbci.co.uk/images/ic/1200x675/p0jvrsb9.jpg,2024-10-04T21:56:00Z,"Lebanon says four hospitals in the south are out of action, as Israel continues its offensive against Hezbollah. The UN says all nine hundred government shelters for the displaced are now full. We sp… [+519 chars]"
bbc-news,BBC News,,Israeli strikes in Lebanon continue,"Israel's prime minister, Benjamin Netanyahu, has told the military to continue striking Hezbollah with full force in Lebanon, despite international calls for a ceasefire. There's been a large explosion in Beirut. Unconfirmed reports suggest the commander of H…",https://www.bbc.co.uk/programmes/w172zb92nd0gmq2,https://ichef.bbci.co.uk/images/ic/1200x675/p0jszf6c.jpg,2024-09-26T15:38:00Z,"Israel's prime minister, Benjamin Netanyahu, has told the military to continue striking Hezbollah with full force in Lebanon, despite international calls for a ceasefire. There's been a large explosi… [+560 chars]"
bbc-news,BBC News,,WFP warns of low supplies in northern Gaza,"As an Israeli military offensive in northern Gaza continues, the UN agency says no new food has arrived since the start of October. Meanwhile, residents, who have been asked to evacuate the area by the IDF, hesitate as Hamas tells them to stay. We hear from o…",https://www.bbc.co.uk/programmes/w172zb93cxn7kyv,https://ichef.bbci.co.uk/images/ic/1200x675/p0jxdrhb.jpg,2024-10-12T21:04:00Z,"As an Israeli military offensive in northern Gaza continues, the UN agency says no new food has arrived since the start of October. Meanwhile, residents, who have been asked to evacuate the area by t… [+537 chars]"
bbc-news,BBC News,,UN Peacekeeping boss 'some firing was direct',"President Biden says he is asking Israel to stop firing at UN peacekeepers in Lebanon, after two incidents in which UN personnel were wounded by Israeli shots. Jean-Pierre Lacroix, the head of UN Peacekeeping, tells us that it is important for the blue helmet…",https://www.bbc.co.uk/programmes/w172zb93cxn4p1r,https://ichef.bbci.co.uk/images/ic/1200x675/p0jx8g2v.jpg,2024-10-11T21:11:00Z,"President Biden says he is asking Israel to stop firing at UN peacekeepers in Lebanon, after two incidents in which UN personnel were wounded by Israeli shots. Jean-Pierre Lacroix, the head of UN Pea… [+720 chars]"
bbc-news,BBC News,,Israel targets the Jabalia refugee camp in northern Gaza,We ask whether Israel is now implementing the so-called generals plan - the mass expulsion of civilians and the creation of a military zone in the north? The World Food programme says no food has been able to enter northern Gaza since October the first. The H…,https://www.bbc.co.uk/programmes/w172zb93cxn6lzt,https://ichef.bbci.co.uk/images/ic/1200x675/p0jxc68f.jpg,2024-10-12T13:14:00Z,We ask whether Israel is now implementing the so-called generals plan - the mass expulsion of civilians and the creation of a military zone in the north? The World Food programme says no food has bee… [+603 chars]
bbc-news,BBC News,,Gaza: A year of trying to survive,"A powerful audio diary from Gaza: Two Gazans film a year under attack by Israel. Aya and Khalid's stories are two of four featured in a new BBC World Service and Storyville documentary, Life and Death in Gaza. The film, and the radio documentary, form part of…",https://www.bbc.co.uk/programmes/w172zb93r5ym8qd,https://ichef.bbci.co.uk/images/ic/1200x675/p0jxwqjy.jpg,2024-10-15T15:19:00Z,"A powerful audio diary from Gaza: Two Gazans film a year under attack by Israel. Aya and Khalid's stories are two of four featured in a new BBC World Service and Storyville documentary, Life and Deat… [+463 chars]"
bbc-news,BBC News,,Israel targets Hezbollah’s finances,"Israel has carried out air strikes targeting branches of a financial association linked with Hezbollah in the southern suburbs of Lebanon’s capital Beirut, as well as the south and east of the country. Also on the programme, how the US election is being view …",https://www.bbc.co.uk/programmes/w172zb943g8bcn1,https://ichef.bbci.co.uk/images/ic/1200x675/p0jz8859.jpg,2024-10-21T21:12:00Z,"Israel has carried out air strikes targeting branches of a financial association linked with Hezbollah in the southern suburbs of Lebanons capital Beirut, as well as the south and east of the country… [+474 chars]"
bbc-news,BBC News,,19/10/2024 06:01 GMT,Israel's offensive against the Jabalia refugee camp in northern Gaza intensifies.,https://www.bbc.co.uk/programmes/w172zgfb8yf15mx,https://ichef.bbci.co.uk/images/ic/1200x675/p0jyv0y4.jpg,2024-10-19T06:06:00Z,"Two days after the announcement of the killing of the Hamas leader, Yahya Sinwar, Israel's offensive against the Jabalia refugee camp in northern Gaza has been intensifying. We get the latest.
Ruth … [+1021 chars]"
bbc-news,BBC News,,Lebanon says one million displaced because of continuing Israeli attacks,Lebanon's prime minister has said continuing Israeli attacks could displace as many as a million people. Najib Mikati appealed for a diplomatic solution to the crisis. He was speaking as Israel carried out more airstrikes in Lebanon after killing Hezbollah's …,https://www.bbc.co.uk/programmes/w172zb92nd0r6p7,https://ichef.bbci.co.uk/images/ic/1200x675/p0jtjc95.jpg,2024-09-29T13:20:00Z,Lebanon's prime minister has said continuing Israeli attacks could displace as many as a million people. Najib Mikati appealed for a diplomatic solution to the crisis. He was speaking as Israel carri… [+867 chars]
bbc-news,BBC News,Brian Wheeler,"Not all cultures equally valid, says Kemi Badenoch","Tory leadership contender sets out a ""hard-nosed"" immigration policy at the start of the party's conference.",https://www.bbc.co.uk/news/articles/cg56zlge8g5o,https://ichef.bbci.co.uk/news/1024/branded_news/799b/live/616ceed0-7de0-11ef-b66d-034eed51208d.jpg,2024-09-28T21:49:31Z,"All four will get a chance to make their case over the next four days in Birmingham, culminating in four 20-minute speeches by each contender on Wednesday.
The field will then be whittled down to tw… [+1043 chars]"
bbc-news,BBC News,Sam Francis,"Maternity pay has gone too far, says Kemi Badenoch",The Tory leadership candidate says the government should be reducing regulatory burdens for businesses.,https://www.bbc.co.uk/news/articles/c781m9v4255o,https://ichef.bbci.co.uk/news/1024/branded_news/a2f9/live/eaf57c70-7e68-11ef-8c0e-45f9d9eb44e1.jpg,2024-09-29T14:04:34Z,"Statutory maternity pay starts at 90% of average weekly earnings for six weeks - then falls to the lowest of either £184.03 or 90% of the mother's average salary for 33 weeks.
In an interview with T… [+1199 chars]"
bbc-news,BBC News,Emily Ford,ExxonMobil: Firm backs out of CO2 pipeline project,Firm says it will not go ahead with plan to build a carbon dioxide pipeline on the Isle of Wight.,https://www.bbc.co.uk/news/articles/c4glw4dyw8no,https://ichef.bbci.co.uk/news/1024/branded_news/a67f/live/773edf80-81a9-11ef-b9cf-b3b8b58e312b.jpg,2024-10-03T18:43:11Z,"In its original proposal, ExxonMobil said the carbon dioxide would be taken to a deep rock formation in the English Channel for safe storage - a process known as carbon capture and storage (CCS).
Th… [+1091 chars]"
bbc-news,BBC News,Pamela Tickell,County Durham mum died when 'defective' bed fell and trapped her,"Helen Davey was leaning over the storage area when the mattress platform fell, a report says.",https://www.bbc.co.uk/news/articles/cpv23gz78jgo,https://ichef.bbci.co.uk/news/1024/branded_news/d0a3/live/2ac2c6a0-8a1c-11ef-bfd3-790fcba1cccf.jpg,2024-10-14T11:11:52Z,"In a Prevention of Future Deaths (PFD) report, the coroner said the existence and use of gas piston bed mechanisms that fail ""presents risk to life"", external.
He said during the course of the inque… [+569 chars]"
bbc-news,BBC News,Ian Youngs,Bands are skipping many more towns and cities on tour,"Bands and singers play half as many gigs on an average tour as they did in the 1990s, figures suggest.",https://www.bbc.co.uk/news/articles/c04p27gkyd6o,https://ichef.bbci.co.uk/news/1024/branded_news/4c51/live/5af56140-87d1-11ef-8936-1185f9e7d044.jpg,2024-10-13T00:52:05Z,"The Music Venue Trust said its members normally sell about 20 million tickets per year in total, but that the figure is expected to drop to 15 million this year.
There has been a ""dramatic decrease … [+1738 chars]"
bbc-news,BBC News,Yasmin Rufo,Just Stop Oil: Protesters throw soup on Van Gogh paintings,Just Stop Oil supporters have thrown soup over two Van Gogh paintings in central London.,https://www.bbc.co.uk/news/articles/c243v5m0r0lo,https://ichef.bbci.co.uk/news/1024/branded_news/0b3d/live/2fce1f40-7ce4-11ef-bf4b-ef19cfbf3842.png,2024-09-27T15:03:35Z,"As the latest activists two women and a man - threw soup over the two paintings, onlookers could be heard shouting ""no"" and ""don't do it"".
In a video posted on X by JSO, the activists can be heard t… [+813 chars]"
bbc-news,BBC News,Tom Bateman,Why has America failed to broker a Middle East ceasefire?,State Department correspondent Tom Bateman takes us through a year of diplomacy failures as the Middle East sits on the brink of total war,https://www.bbc.co.uk/news/articles/cew1jkgd7n8o,https://ichef.bbci.co.uk/news/1024/branded_news/ec21/live/233c45d0-8582-11ef-83dd-fbf1b9732cf0.png,2024-10-09T02:38:32Z,"For critics, including some former officials, the US call for an end to the war while supplying Israel with at least $3.8bn (£2.9bn) of arms per year, plus granting supplemental requests since 7 Octo… [+3203 chars]"
bbc-news,BBC News,Paul Kirby,Far right in Austria projected to win tight election race,"Austria's Freedom Party heads for an unprecedented poll victory under Herbert Kickl, projections say.",https://www.bbc.co.uk/news/articles/c8rdygy5888o,https://ichef.bbci.co.uk/news/1024/branded_news/2aa8/live/b90f1350-7e6e-11ef-a4d3-09b59abdbf71.jpg,2024-09-29T15:10:52Z,"Some 6.3 million Austrians were eligible to vote in a race dominated by the twin issues of migration and asylum, as well as inflation and the war in Ukraine.
Freedom Party general secretary Michael … [+634 chars]"
bbc-news,BBC News,Paul Clifton,Ladbroke Grove rail disaster: 25 years on since the crash,It was one of the worst rail crashes of the last century killing 31 people.,https://www.bbc.co.uk/news/articles/cje3kd8y1j0o,https://ichef.bbci.co.uk/news/1024/branded_news/0655/live/957573f0-8164-11ef-a217-b780a227dde7.jpg,2024-10-04T07:05:54Z,"The crash led to the creation of three safety organisations with railway responsibility.
This separated the setting of standards, regulation and accident investigation.
""There has been a dramatic d… [+1281 chars]"
bbc-news,BBC News,Rosie Mercer,Swansea mum's marshmallow side hustle makes £10k in months,"Emily Roberts, a mum-of-two, says her entire house is now a ""candy shop"".",https://www.bbc.co.uk/news/articles/c5y841lmzylo,https://ichef.bbci.co.uk/news/1024/branded_news/f9ef/live/6153a490-80cc-11ef-ad45-893aa022fcbc.jpg,2024-10-05T15:29:29Z,"Ms Roberts said she was not yet taking a wage, but had made just under £10,000 since March 2024.
She sells her marshmallows at four events each week, either at markets or food festivals. 
""Im trave… [+1034 chars]"
bbc-news,BBC News,Gemma Sherlock,Graham Nash donates £10k to save Salford Lads Club,The rock legend was a member of the boys club and is joining the fight to save it from closure.,https://www.bbc.co.uk/news/articles/cdd4jrql9m1o,https://ichef.bbci.co.uk/news/1024/branded_news/31f0/live/92b06350-8ae2-11ef-8665-81fa07595a0a.jpg,2024-10-15T13:20:12Z,"The fundraiser, backed by Salford-born Charlatans frontman Tim Burgess, has raised more than £22,000 so far. 
The charity behind the club said the rising costs of maintaining the grade-II listed bui… [+391 chars]"
bbc-news,BBC News,Aisha Iqbal,'Why should we pay to park outside our own homes?',There is growing anger over a raft of new and increased parking fees across Bradford.,https://www.bbc.co.uk/news/articles/cn4y1jxy4v0o,https://ichef.bbci.co.uk/news/1024/branded_news/79e5/live/393dfb90-8315-11ef-b7fe-15685511f25c.jpg,2024-10-06T08:19:55Z,"From 10 October, hourly on-street parking charges of £1 are also being imposed across council-managed spaces in the city centre and town centres, and the rate at several high-demand car parks in busi… [+772 chars]"
bbc-news,BBC News,Riyah Collins,The Office US star Jenna Fischer reveals breast cancer diagnosis,"Jenna Fischer, who starred as receptionist Pam, says she's ""feeling great"" after ten months of treatment.",https://www.bbc.co.uk/news/articles/crkd8g307kro,https://ichef.bbci.co.uk/news/1024/branded_news/ddd5/live/356232a0-8623-11ef-a781-2f9ecd8be5a5.jpg,2024-10-09T09:46:16Z,"There are a number of types of breast cancer and some, like triple positive, are known as hormone receptor-positive cancers.
This means the tumours are encouraged to grow by hormones, such as oestro… [+880 chars]"
bbc-news,BBC News,Frank Gardner,"How could Israel respond, and what might Iran do then?","Israel is set to retaliate for Iran's missile attack, while Tehran says it will hit back in turn if this happens.",https://www.bbc.co.uk/news/articles/ckg9k5l19njo,https://ichef.bbci.co.uk/news/1024/branded_news/0ed5/live/c9971030-80d3-11ef-822c-a50726bfda2e.jpg,2024-10-02T15:24:04Z,"Iran cannot defeat Israel militarily. Its air force is old and decrepit, its air defences are porous and it has had to contend with years of Western sanctions. 
But it still has an enormous quantity… [+1153 chars]"
bbc-news,BBC News,Anna Lamche,Heavy rain to bring flooding and travel disruption,"More than a month's worth of rain could fall in parts of England and Wales, as a Met Office amber warning takes effect.",https://www.bbc.co.uk/news/articles/cn4zy0mp8ldo,https://ichef.bbci.co.uk/news/1024/branded_news/770c/live/d577ebd0-7977-11ef-9e70-d9d35203592e.jpg,2024-09-23T07:54:25Z,"Overnight, London and the Home Counties were worst affected by the conditions.
About a month's worth of rain fell on parts of the Chilterns in four hours - most of it in just two hours.
In south ea… [+643 chars]"
bbc-news,BBC News,Alex Pope,Chalfont St Peter to have £2.5m spent to protect it from floods,A water company says it will spend £2.5m protecting a village from future flooding from a sewer.,https://www.bbc.co.uk/news/articles/c62de7djy4yo,https://ichef.bbci.co.uk/news/1024/branded_news/b34c/live/34c7a590-87be-11ef-8936-1185f9e7d044.jpg,2024-10-12T07:40:50Z,"A new tanker filling point was due to be created off the junction with the High Street, to avoid disruption to residents and businesses. 
Road closures would therefore be in place from the junction … [+757 chars]"
bbc-news,BBC News,Rachael Mcmenemy,Climbers rescued after three days on mountain in India,"Fay Manners says she is ""mentally destroyed"" after a battle for survival 20,000ft up a mountain.",https://www.bbc.co.uk/news/articles/c93y147z4pdo,https://ichef.bbci.co.uk/news/1024/branded_news/25a7/live/3a46bd50-83f7-11ef-8702-79eb224b4a35.jpg,2024-10-06T16:14:26Z,"In 2022 Ms Manners was the first woman to make the ascent of the Phantom Direct route on the south face of the Grand Jorasses in Mont Blanc.
She has also successfully climbed peaks in Pakistan and G… [+715 chars]"
bbc-news,BBC News,Bbc News,"Elon Musk accused of copying designs by I, Robot director","Alex Proyas, who directed the 2004 Will Smith film, compared his film to Tesla's new vehicles.",https://www.bbc.co.uk/news/articles/ced04q39w33o,https://ichef.bbci.co.uk/news/1024/branded_news/5a2a/live/fa0e9f50-8a4a-11ef-8936-1185f9e7d044.jpg,2024-10-14T16:21:52Z,"The claims made by Proyas have been met with scepticism online, however, with some claiming his own film is derivative.
Several people replied to his post on X with images of the feminised cyborg in… [+1195 chars]"
bbc-news,BBC News,Alex Taylor,Kaos: Creator Charlie Covell 'gutted' after Netflix cancels show starring Jeff Goldblum,Kaos: Creator Charlie Covell 'gutted' after Netflix cancels show starring Jeff Goldblumbbc.co.uk,https://www.bbc.co.uk/news/articles/ckgnp8n0dm4o,https://ichef.bbci.co.uk/news/1024/branded_news/26e9/live/5c284de0-87cf-11ef-ac4c-f5a833bb87f3.jpg,2024-10-11T16:37:05Z,"""Streamers are far more selective with what they commission than where they were five years ago,"" TV critic Scott Bryan told the BBC.
""That means those that are really do have to work, and they have… [+1883 chars]"
bbc-news,BBC News,Sarah Spina-matthews,Manchester city centre: Bus and tram in head-on collision,A number of tram stops in Manchester's city centre have been closed as a result of the crash.,https://www.bbc.co.uk/news/articles/cgmg0wd011no,https://ichef.bbci.co.uk/news/1024/branded_news/0189/live/fee005d0-8d71-11ef-89ae-5575c76d98e6.jpg,2024-10-18T15:31:15Z,"A bus and a tram have collided head-on in Manchester city centre, injuring four people.
Emergency services were called to the crash at about 14:15 BST at Piccadilly Plaza, North West Ambulance Servi… [+287 chars]"
bbc-news,BBC News,Basillioh Rukanga & Jewel Kiriungi,Rigathi Gachagua trial: Kenya’s deputy president sacked by the Senate while in hospital,Rigathi Gachagua trial: Kenya’s deputy president sacked by the Senate while in hospitalbbc.co.uk,https://www.bbc.co.uk/news/articles/czrmzzkdk1do,https://ichef.bbci.co.uk/news/1024/branded_news/5980/live/ee1db590-8cad-11ef-b6b0-c9af5f7f16e4.jpg,2024-10-17T20:04:47Z,"The senators refusal to delay proceedings until Saturday - as long as would have been legally allowed - shows their determination to oust Gachagua, several months after he fell out with President Wil… [+3562 chars]"
bbc-news,BBC News,David Gritten,Massive blasts in Beirut after renewed Israeli air strikes,Explosions are seen close to Beirut's airport as Israel continues targeting Hezbollah in Lebanon.,https://www.bbc.co.uk/news/articles/c17lpydd842o,https://ichef.bbci.co.uk/news/1024/branded_news/35be/live/617f7960-81e6-11ef-822c-a50726bfda2e.jpg,2024-10-03T20:57:33Z,"The news came as the Israel Defense Forces (IDF) told residents of another two dozen towns and villages in the south, including the regional capital of Nabatieh, to leave immediately for their own sa… [+1102 chars]"
bbc-news,BBC News,Esme Stallard,Water companies must return £158m on customer bills - Ofwat,"Ofwat reviews water companies against metrics including pollution, customer service and leakage.",https://www.bbc.co.uk/news/articles/c0r84lnng4eo,https://ichef.bbci.co.uk/news/1024/branded_news/f260/live/49f6bc50-8541-11ef-822c-a50726bfda2e.jpg,2024-10-08T06:02:58Z,"One of the key targets for companies is to reduce pollution incidents, which were meant to fall by 30% between 2020 and 2025.
Companies had so far achieved a 15% reduction over the last few years. B… [+3327 chars]"
bbc-news,BBC News,Grace Wood,International Crisp Festival brings 70 flavours to Huddersfield,"The man behind the idea says it started as a ""silly idea"" and just grew from there.",https://www.bbc.co.uk/news/articles/cd0z9lelyn9o,https://ichef.bbci.co.uk/news/1024/branded_news/3f85/live/49ba30d0-8d4a-11ef-a15b-5b56e4c6c883.jpg,2024-10-19T06:18:19Z,"The Sportsman Inn stopped serving food after the Covid lockdowns because it was difficult to make any margin on.
But Mr Fletcher said the event proved there was still a place for beer-led venues.
T… [+1093 chars]"
bbc-news,BBC News,Tom Bennett,Israel fighting Hezbollah with ‘full force’ despite ceasefire calls,"More than 600 people have been killed by Israeli airstrikes in Lebanon since Monday, health officials say.",https://www.bbc.co.uk/news/articles/c20jx85vxwdo,https://ichef.bbci.co.uk/news/1024/branded_news/a1ba/live/9a20a290-7c2c-11ef-8464-611eedd3c7d3.jpg,2024-09-26T19:05:59Z,"The proposal was initially met with hope after Israeli ambassador to the UN, Danny Danon, said his country was open to ideas.
But by Thursday it had been roundly rejected by Israeli politicians.
La… [+3419 chars]"
bbc-news,BBC News,Merlyn Thomas,Hurricane Milton: Influencers risking death for clicks and cash,"As hurricanes devastate Florida, influencers have been risking their lives with livestreams and stunts.",https://www.bbc.co.uk/news/articles/cgk7pn7gy18o,https://ichef.bbci.co.uk/news/1024/branded_news/5a2a/live/151d6b00-8852-11ef-b6b0-c9af5f7f16e4.jpg,2024-10-11T23:40:07Z,"While millions of people in Florida fled Hurricane Milton, Mike Smalls Jr ventured into the violent winds in Tampa, Florida, holding a blow-up mattress, an umbrella and a pack of ramen noodles.
He w… [+2561 chars]"
bbc-news,BBC News,Joe Pike,No 10 denies Taylor Swift tickets were 'thank you' to Starmer,The singer received a police escort to her Wembley shows despite initial police reservatations.,https://www.bbc.co.uk/news/articles/ckg9e0ydjxpo,https://ichef.bbci.co.uk/news/1024/branded_news/d7c1/live/b7260460-8b19-11ef-a81b-b1eda9741da3.jpg,2024-10-15T17:52:57Z,"The home secretary attended with tickets given to her husband Ed Balls, a Good Morning Britain presenter. Khan was given tickets by the Football Association, which owns the stadium.
A source close t… [+2790 chars]"
bbc-news,BBC News,Kayla Epstein And Ana Faguy,Trump tells all-woman town hall he is 'father of IVF',"Trump pitches the economy and immigration as kitchen-table issues, but faces some pointed questions.",https://www.bbc.co.uk/news/articles/ce3zrvyx7zpo,https://ichef.bbci.co.uk/news/1024/branded_news/cf53/live/9bf20480-8c01-11ef-8936-1185f9e7d044.jpg,2024-10-17T03:54:13Z,"The town hall was broadcast on Fox News, which provided Trump with a friendly forum where he could work to improve how women view him.
One questioner told him: I know you will fight for us in the fu… [+2606 chars]"
bbc-news,BBC News,Kate Whannel,"Benefit claimants should have to look for jobs, says Keir Starmer","The prime minister has said the public will have to make ""trade-offs"" if the country is to improve.",https://www.bbc.co.uk/news/articles/c5y8g5z67lzo,https://ichef.bbci.co.uk/news/1024/branded_news/6a65/live/3de5fbb0-7b05-11ef-b02d-c5f3b724a1ea.jpg,2024-09-25T05:10:15Z,"Speaking to the BBC, the prime minister was also pressed on other trade-offs he listed in his speech including the argument that the public had to accept pylons if they wanted cheaper electricity.
H… [+1550 chars]"
bbc-news,BBC News,Greig Watson,Nottingham care home in special measures after inspection,Bramcote Hills Care Home was found to have inadequate staffing to ensure safe and effective care.,https://www.bbc.co.uk/news/articles/c3vk7z6e5rzo,https://ichef.bbci.co.uk/news/1024/branded_news/18fa/live/03c239e0-8590-11ef-addc-5556603eb4c1.jpg,2024-10-09T10:39:41Z,"Inspectors highlighted ineffective management at the home, saying its team ""lacked the knowledge and skills to ensure the service was a safe place for people to live"".
Greg Rielly, CQC deputy direct… [+1401 chars]"
bbc-news,BBC News,Steven Mcintosh,Laura Kuenssberg 'embarrassed' by Boris Johnson email error,The presenter's scheduled interview with Johnson was pulled after she accidentally sent him her notes.,https://www.bbc.co.uk/news/articles/cpdq2944d2no,https://ichef.bbci.co.uk/news/1024/branded_news/cc68/live/2e5e21b0-815c-11ef-83dd-fbf1b9732cf0.jpg,2024-10-03T08:26:19Z,"Presenters usually work with a team of researchers to prepare a brief ahead of a major interview. 
The process usually includes gathering biographical material about the subject, highlighting contro… [+681 chars]"
bbc-news,BBC News,Ana Faguy,Melania Trump signals support for abortion rights,"Her apparent support of abortion access puts her at odds with her husband, who has taken credit for helping to overturn Roe v Wade.",https://www.bbc.co.uk/news/articles/ce3zxk9w955o,https://ichef.bbci.co.uk/news/1024/branded_news/eaa1/live/cb053530-818e-11ef-98f4-8f408a3dba7c.jpg,2024-10-03T16:24:54Z,"In the black-and-white video posted on Mrs Trump's X account, she said ""individual freedom is a fundamental principle that I safeguard"".
""Without a doubt there is no room for compromise when it come… [+2311 chars]"
bbc-news,BBC News,Jonny Humphries,St Helens Theatre Royal joins fight to save Zoe's Place hospice,"The theatre says if it sells a full house, it can raise £10,500 for the charity.",https://www.bbc.co.uk/news/articles/cly5j7jq1q2o,https://ichef.bbci.co.uk/news/1024/branded_news/7a69/live/ed2eeac0-8c97-11ef-ab1d-79f5630c944f.jpg,2024-10-18T05:22:08Z,"Zoe's Place had planned to build a new site on a nearby bowling green, but issues with spiralling construction costs and inflation meant the move fell through. 
However after announcing the service … [+610 chars]"
bbc-news,BBC News,Alex Boyd,Lebanon says 22 killed in Israeli strike on central Beirut,Lebanese officials say another 117 people were injured in a densely populated area of the capital.,https://www.bbc.co.uk/news/articles/cjd58p1g515o,https://ichef.bbci.co.uk/news/1024/branded_news/bfd6/live/e05395e0-8737-11ef-a901-e39d133b4048.jpg,2024-10-10T22:04:45Z,"The Israeli strikes hit residential buildings in Bachoura's two densely packed neighbourhoods, Nweiri and Basta. 
They came after two relatively calm days in the Lebanese capital, which has felt unu… [+2583 chars]"
bbc-news,BBC News,Sean Coughlan,King Charles says an Australian republic is up to the people,"Ahead of a royal visit, King Charles says it is up to the Australian people to decide if they want to be a republic.",https://www.bbc.co.uk/news/articles/cy4d22yl9kpo,https://ichef.bbci.co.uk/news/1024/branded_news/82c9/live/65cdaed0-887e-11ef-8e2f-f3bf125f1002.jpg,2024-10-12T09:56:18Z,"The letter sent by palace officials restates the existing position, rather than marking any new change in policy - and Buckingham Palace is not saying anything further to the letter's contents.
But … [+2326 chars]"
bbc-news,BBC News,Hannah Ritchie,Australians sell 'farewell tour' merch ahead of royal visit,"Satirical posters, T-shirts and beer coasters urge Australians to ""wave goodbye to royal reign"".",https://www.bbc.co.uk/news/articles/cn0evznvvvko,https://ichef.bbci.co.uk/news/1024/branded_news/b296/live/c3925570-89c3-11ef-81f8-1f28bcc5be15.png,2024-10-14T00:43:16Z,"Referendums are the only way to change Australia's constitution and have an 80% failure rate.
The nation held one on the question of becoming a republic once before in 1999, which failed, however pu… [+2167 chars]"
bbc-news,BBC News,Bbc News,Bid to reintroduce white-tailed eagles to Cumbria,"The Lifescape Project believes the birds have an ""intrinsic right"" to be in Cumbria.",https://www.bbc.co.uk/news/articles/czj9py4lp99o,https://ichef.bbci.co.uk/news/1024/branded_news/524d/live/73b15ef0-80d8-11ef-875f-61935c981968.jpg,2024-10-03T07:51:55Z,"Research from a team at the University of Cumbria suggests the Lake District is an ideal place for the eagles to thrive.
Richard Frankson, zoologist at the university, said the eagles were a ""majest… [+192 chars]"
bbc-news,BBC News,Katy Prickett,"University of East Anglia faces further 3% cuts, says boss",David Maguire says inflationary costs and a drop in overseas student numbers are to blame.,https://www.bbc.co.uk/news/articles/c14812l58ddo,https://ichef.bbci.co.uk/news/1024/branded_news/d040/live/60e1ea00-8b1f-11ef-94d5-adf7b76037c8.jpg,2024-10-15T19:49:56Z,"Prof Maguire said the latest cuts were down to two issues - ""inflationary costs hitting the university against a fixed undergraduate fee income"" and a lack of ""international post-graduate taught stud… [+1526 chars]"
bbc-news,BBC News,Emily Johnson,Scarborough: Women 'dine and dash' after birthday meal,Group order oysters and wine before leaving without paying their £174 bill.,https://www.bbc.co.uk/news/articles/c2069g4gxzdo,https://ichef.bbci.co.uk/news/1024/branded_news/9e5a/live/1e0ec2f0-8bda-11ef-ac70-6de6e65a7b11.png,2024-10-16T16:24:26Z,"The timing of the dine and dash incident was particularly difficult for the restaurant. 
Ms Partridge said it was one of the few seaside cafés which stayed open seven days a week during the winter s… [+511 chars]"
